Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Jonathan-Ikone,FRA,FW,37.5,Fiorentina,Serie A,24.0,17,0.14,0.06,0.17,0,0,1,276,230,83.33,82.5,87.1,83.3,1,9,2,22.22,2.08,7,10,70.0,16,27,59.26,9.26,1,0,7,6,0,5,11,31.08,0,5,1.81,0.0,1.67,0.28,0.0,43,42,42,35,21,59,89,92,76,72,98,90,71,39,61,94,55,33,22,63,58,49,44.0,8
Hakim-Ziyech,MAR,FWMF,35.8,Chelsea,Premier League,29.0,23,0.27,0.08,0.21,0,0,4,734,541,73.71,88.4,77.5,40.2,3,65,10,15.38,1.97,11,20,55.0,35,66,53.03,3.82,3,0,30,38,0,11,18,38.07,0,12,1.63,0.0,1.22,0.07,0.0,51,47,61,54,19,83,63,24,65,47,98,59,67,82,74,94,81,47,32,50,49,73,44.0,3
Sandro-Ramírez,ESP,FW,28.0,Getafe,La Liga,26.0,29,0.19,0.06,0.21,0,0,3,395,288,72.91,83.0,71.7,55.8,0,28,1,3.57,0.86,7,12,58.33,19,56,33.93,2.64,7,0,32,48,0,17,39,30.35,0,25,6.33,0.0,0.93,0.25,0.0,43,47,49,33,72,61,44,56,18,31,98,89,79,85,61,94,96,46,52,53,24,83,44.0,4
Richarlison,BRA,FWMF,28.6,Everton,Premier League,25.0,30,0.36,0.1,0.35,3,3,10,572,353,61.71,71.9,70.1,42.6,5,29,1,3.45,1.25,27,40,67.5,33,71,46.48,1.86,9,0,40,83,0,57,176,24.49,0,48,8.39,0.04,1.71,0.18,0.0,59,71,72,21,82,18,37,27,42,16,98,82,89,91,96,94,99,67,52,27,29,95,44.0,2
Corentin-Jean,FRA,FWDF,28.6,Lens,Ligue 1,26.0,17,0.36,0.14,0.5,0,0,1,122,92,75.41,82.8,86.8,41.2,0,6,1,16.67,1.79,7,9,77.78,1,4,25.0,9.0,2,0,7,5,0,4,9,30.82,0,5,4.1,0.0,2.14,0.0,0.0,75,91,72,35,51,60,89,26,11,72,98,49,63,39,61,94,70,62,34,46,33,52,44.0,5
Robin-Hack,GER,FWMF,19.4,Arminia,Bundesliga,23.0,30,0.0,0.0,0.0,0,0,0,491,356,72.51,85.6,77.8,49.4,3,20,5,25.0,1.12,13,18,72.22,29,59,49.15,3.46,2,0,20,26,0,9,31,22.43,0,20,4.07,0.0,1.32,0.07,0.0,34,34,33,18,51,72,64,37,49,44,98,59,77,67,79,94,70,34,34,58,46,78,43.0,4
Maxwel-Cornet,CIV,FWMF,47.8,Burnley,Premier League,25.0,26,0.46,0.2,0.41,0,1,9,434,285,65.67,73.4,74.8,36.1,1,22,5,22.73,1.22,11,20,55.0,13,44,29.55,1.86,2,0,23,23,0,40,70,36.36,0,21,4.84,0.1,0.71,0.2,0.0,90,79,83,50,59,21,53,20,13,16,98,85,69,72,74,94,70,78,51,29,14,72,43.0,5
Salomón-Rondón,VEN,FW,28.6,Everton,Premier League,32.0,20,0.11,0.05,0.17,0,0,1,191,127,66.49,74.8,54.2,55.6,1,3,0,0.0,0.8,2,6,33.33,4,8,50.0,5.62,3,1,15,4,0,44,63,41.12,1,26,13.61,0.0,0.68,0.11,0.0,39,42,38,63,94,24,12,56,57,61,98,69,56,57,35,99,81,33,65,26,49,57,43.0,3
Carlos-Bacca,COL,FW,22.2,Granada,La Liga,35.0,17,0.0,0.0,0.0,0,0,0,109,71,65.14,75.6,61.0,58.3,1,3,0,0.0,1.05,3,5,60.0,8,10,80.0,14.0,3,0,3,9,0,12,19,38.79,0,7,6.42,0.18,1.4,0.35,0.0,34,34,33,58,73,28,18,62,94,79,98,94,70,28,42,94,81,26,51,28,68,48,43.0,2
Jeremie-Boga,CIV,FWMF,23.8,Atalanta,Serie A,25.0,15,0.0,0.0,0.0,0,0,0,425,343,80.71,84.8,87.1,54.1,0,16,1,6.25,2.47,6,7,85.71,35,58,60.34,7.31,0,0,2,20,0,5,6,45.38,0,11,2.59,0.0,0.94,0.12,0.0,34,34,33,74,32,69,89,52,79,67,98,71,56,23,56,94,36,25,40,52,55,39,43.0,4
Patrick-Wimmer,AUT,FWMF,26.3,Arminia,Bundesliga,20.0,31,0.13,0.05,0.2,0,0,3,752,424,56.38,67.0,62.6,41.1,6,23,4,17.39,2.15,40,57,70.18,75,142,52.82,2.59,7,0,53,38,0,38,61,38.39,0,47,6.25,0.04,1.75,0.13,0.0,39,45,41,56,71,11,20,25,64,29,98,74,86,97,99,94,96,42,64,19,46,96,43.0,5
M'Baye-Niang,SEN,FW,40.0,Bordeaux,Ligue 1,27.0,22,0.35,0.12,0.3,0,0,3,177,116,65.54,69.1,75.4,47.1,1,3,0,0.0,1.05,7,9,77.78,7,18,38.89,4.5,3,0,25,19,0,24,44,35.27,0,11,6.21,0.0,0.81,0.23,0.0,66,62,71,47,70,13,55,34,25,54,98,87,67,75,61,94,81,57,51,29,34,67,43.0,4
Luis-Javier-Suárez,COL,FW,31.4,Granada,La Liga,24.0,36,0.26,0.09,0.3,0,1,8,677,448,66.17,76.2,67.9,44.8,4,50,9,18.0,1.0,18,26,69.23,35,71,49.3,1.77,6,0,45,40,0,62,142,30.41,0,38,5.61,0.0,0.97,0.1,0.0,55,62,59,33,66,30,31,31,50,14,98,66,74,94,89,94,94,59,50,31,32,93,43.0,3
Armand-Lauriente,FRA,FWMF,43.5,Lorient,Ligue 1,23.0,35,0.22,0.06,0.14,1,1,6,724,564,77.9,85.4,81.0,60.3,2,40,14,35.0,1.27,29,39,74.36,38,81,46.91,1.89,5,0,44,46,0,13,35,27.01,0,18,2.49,0.0,0.69,0.07,0.0,43,39,54,27,30,71,75,65,43,17,98,59,65,94,97,94,90,45,28,70,30,94,43.0,3
Marcus-Rashford,ENG,FWMF,54.5,Manchester Utd,Premier League,24.0,25,0.29,0.18,0.33,0,0,4,423,298,70.45,78.4,69.4,45.5,2,25,3,12.0,1.61,6,8,75.0,20,52,38.46,3.23,2,0,13,21,0,15,29,33.96,0,17,4.02,0.0,0.8,0.07,0.0,86,69,63,44,50,39,35,32,24,41,98,59,62,52,56,94,70,67,43,32,30,62,43.0,7
Wahbi-Khazri,TUN,FWMF,25.7,Saint-Étienne,Ligue 1,31.0,30,0.4,0.09,0.33,4,4,10,623,430,69.02,82.6,70.3,49.2,0,41,4,9.76,1.46,20,31,64.52,27,62,43.55,1.95,6,0,21,49,0,16,38,29.68,0,19,3.05,0.04,0.65,0.0,0.0,55,69,77,31,38,59,38,37,33,17,98,49,60,69,91,94,94,67,34,45,25,87,43.0,3
Isaac-Success,NGA,FW,52.0,Udinese,Serie A,26.0,22,0.2,0.08,0.15,0,0,2,286,181,63.29,65.9,70.9,55.0,6,7,1,14.29,1.88,3,3,100.0,15,30,50.0,5.93,1,1,25,38,0,20,38,34.49,0,16,5.59,0.0,0.69,0.0,0.0,51,40,51,44,66,9,40,54,57,63,98,49,53,75,42,99,55,41,48,30,52,59,43.0,3
Adama-Traoré,ESP,FW,26.1,Wolves,Premier League,26.0,20,0.08,0.04,0.17,0,0,1,327,244,74.62,78.6,75.2,75.6,0,28,7,25.0,1.01,9,12,75.0,61,84,72.62,6.3,0,0,13,40,0,12,26,31.66,0,6,1.83,0.0,0.67,0.08,0.0,37,42,36,36,21,41,55,87,91,65,98,61,54,52,68,94,36,32,24,51,65,52,43.0,4
Sepe-Elye-Wahi,FRA,FW,46.5,Montpellier,Ligue 1,19.0,33,0.51,0.23,0.5,0,0,10,252,168,66.67,76.3,62.7,31.3,1,15,1,6.67,0.96,14,23,60.87,10,28,35.71,2.0,2,0,20,28,0,14,56,20.06,0,14,5.56,0.1,0.91,0.05,0.0,94,91,86,15,65,30,20,18,20,19,98,53,68,67,81,94,70,90,40,23,20,78,43.0,5
Jesse-Lingard,ENG,FWMF,75.0,Manchester Utd,Premier League,29.0,16,0.49,0.25,0.33,0,0,2,154,131,85.06,93.7,81.6,61.5,0,8,0,0.0,0.73,6,11,54.55,2,9,22.22,10.89,1,0,6,5,0,0,1,0.0,0,3,1.95,0.0,0.73,0.0,0.0,95,69,85,7,23,92,77,67,9,76,98,49,48,37,56,94,55,64,12,60,33,46,42.0,8
Fernando-Forestieri,ITA,FWMF,66.7,Udinese,Serie A,32.0,4,3.33,0.67,1.0,0,0,2,25,17,68.0,100.0,85.7,0.0,1,3,0,0.0,1.67,1,1,100.0,1,1,100.0,167.0,1,0,5,4,0,0,2,0.0,0,1,4.0,0.0,0.0,0.0,0.0,99,100,99,7,50,100,87,15,100,97,98,49,31,33,27,94,55,56,16,38,56,30,42.0,4
Kieran-Dowell,ENG,FWMF,25.0,Norwich City,Premier League,24.0,19,0.1,0.13,0.5,0,0,1,344,236,68.6,81.6,76.0,40.9,1,20,6,30.0,1.78,7,17,41.18,4,9,44.44,5.56,0,0,26,4,0,13,28,31.77,0,15,4.36,0.0,0.99,0.1,0.0,70,91,37,36,54,54,58,25,37,61,98,66,61,77,61,94,36,54,37,37,40,55,42.0,4
Manolo-Gabbiadini,ITA,FWMF,47.7,Sampdoria,Serie A,30.0,18,0.47,0.14,0.29,0,0,6,339,224,66.08,78.4,67.3,43.4,2,11,4,36.36,1.97,4,10,40.0,6,12,50.0,5.25,3,0,13,16,0,20,47,29.79,0,20,5.9,0.0,0.63,0.08,0.0,75,60,83,31,68,39,30,28,57,59,98,61,51,52,48,94,81,58,40,26,46,55,42.0,3
Takuma-Asano,JPN,FWMF,34.4,Bochum,Bundesliga,27.0,27,0.17,0.09,0.27,0,0,3,377,263,69.76,76.2,75.6,46.7,4,25,6,24.0,0.84,11,16,68.75,20,41,48.78,3.41,1,0,16,30,0,20,53,27.45,0,14,3.71,0.0,1.23,0.22,0.0,55,55,46,27,46,30,56,33,48,44,98,86,80,60,74,94,55,49,35,38,44,67,42.0,5
Sheraldo-Becker,SUR,FWMF,48.6,Union Berlin,Bundesliga,27.0,28,0.21,0.11,0.22,0,0,4,611,385,63.01,72.4,64.6,54.2,6,102,30,29.41,1.13,9,15,60.0,27,47,57.45,3.49,4,0,28,31,0,12,68,15.09,0,25,4.09,0.0,0.77,0.0,0.0,63,48,53,10,51,19,23,52,73,44,98,49,61,80,68,94,87,53,29,30,57,80,42.0,6
Iñaki-Williams,ESP,FW,36.2,Athletic Club,La Liga,27.0,38,0.26,0.07,0.21,1,1,8,685,444,64.82,72.7,65.1,51.6,5,56,5,8.93,1.49,11,17,64.71,28,65,43.08,1.49,4,0,28,47,0,60,73,45.12,0,34,4.96,0.0,0.55,0.13,0.0,46,47,59,73,60,21,24,47,32,8,98,74,66,80,74,94,87,51,66,31,20,84,42.0,4
Simone-Verdi,ITA,FWMF,40.0,Salernitana,Serie A,29.0,15,0.54,0.11,0.29,1,1,5,335,230,68.66,85.9,75.9,52.8,0,29,7,24.14,1.52,8,10,80.0,23,44,52.27,5.93,3,0,12,23,0,7,14,33.33,0,2,0.6,0.0,0.87,0.0,0.0,63,60,89,42,13,73,57,49,62,63,98,49,49,50,64,94,81,53,21,45,47,54,42.0,4
Adnan-Januzaj,BEL,FWMF,32.5,Real Sociedad,La Liga,27.0,33,0.17,0.03,0.08,2,2,3,735,477,64.9,82.2,75.7,40.5,0,58,12,20.69,1.77,10,18,55.56,43,85,50.59,3.12,5,0,28,61,0,13,23,36.18,0,5,0.68,0.06,1.22,0.17,0.0,36,35,46,49,14,57,57,24,58,40,98,81,83,80,70,94,90,39,32,46,49,84,42.0,5
Gerrit-Holtmann,PHI,FWMF,42.6,Bochum,Bundesliga,27.0,29,0.25,0.11,0.25,0,0,5,366,247,67.49,81.5,67.3,41.1,4,53,14,26.42,0.59,6,13,46.15,46,91,50.55,2.64,0,0,23,16,0,7,36,16.19,0,16,4.37,0.0,1.32,0.1,0.0,63,53,58,11,54,54,30,25,57,31,98,66,78,72,56,94,36,57,32,36,43,63,42.0,6
Jodel-Dossou,BEN,FW,30.2,Clermont Foot,Ligue 1,30.0,35,0.13,0.06,0.19,0,0,3,573,415,72.43,83.3,73.3,53.3,1,49,12,24.49,1.26,23,31,74.19,42,77,54.55,2.56,4,0,28,43,0,7,19,26.72,0,10,1.75,0.04,1.21,0.0,0.0,43,43,41,26,20,63,48,49,68,29,98,49,72,80,94,94,87,42,23,53,48,89,42.0,7
Josip-Ili?i?,SVN,FWMF,22.6,Atalanta,Serie A,34.0,20,0.32,0.1,0.43,0,1,3,498,372,74.7,79.1,77.8,65.3,3,17,3,17.65,3.44,9,12,75.0,17,31,54.84,5.9,1,0,15,39,0,1,13,7.28,0,3,0.6,0.0,0.97,0.11,0.0,59,82,67,7,13,42,64,72,69,63,98,69,62,57,68,94,55,58,8,49,55,57,42.0,5
Sebastian-Andersson,SWE,FW,37.1,Köln,Bundesliga,30.0,26,0.21,0.09,0.23,0,0,3,253,168,66.4,73.5,56.3,42.9,1,15,1,6.67,0.79,9,13,69.23,6,15,40.0,3.33,3,0,27,17,0,52,84,38.21,0,25,9.88,0.0,0.5,0.0,0.0,55,49,53,55,87,21,13,28,27,43,98,49,53,78,68,94,81,49,66,19,33,75,42.0,3
Vanderson,BRA,FWMF,42.9,Monaco,Ligue 1,20.0,17,0.16,0.14,0.33,0,0,2,589,424,71.99,80.4,75.0,58.9,1,27,4,14.81,2.5,19,29,65.52,22,48,45.83,4.04,3,0,19,15,0,15,30,33.33,0,29,4.92,0.0,1.45,0.32,0.0,75,69,45,42,60,49,55,63,40,50,98,93,70,66,90,94,81,49,40,44,35,65,42.0,5
Konrad-De-La-Fuente,USA,FWDF,26.7,Marseille,Ligue 1,20.0,16,0.0,0.0,0.0,0,0,0,240,188,78.33,89.0,83.1,50.0,2,25,4,16.0,0.69,8,8,100.0,18,31,58.06,7.03,1,0,3,6,0,4,7,36.51,0,7,2.92,0.0,1.61,0.0,0.0,34,34,33,51,36,84,80,45,74,67,98,49,59,28,64,94,55,26,33,53,54,46,42.0,7
Janis-Antiste,FRA,FW,18.2,Spezia,Serie A,19.0,18,0.11,0.09,0.5,0,0,1,213,140,65.73,70.5,71.9,40.0,0,10,3,30.0,1.02,11,18,61.11,8,19,42.11,4.79,0,0,16,6,0,19,21,47.47,0,19,8.92,0.0,1.02,0.11,0.0,55,91,38,77,84,15,44,24,30,56,98,69,61,60,74,94,36,49,64,22,34,53,42.0,5
Giovani-Lo-Celso,ARG,FWMF,31.6,Villarreal,La Liga,26.0,16,0.09,0.05,0.17,0,0,1,541,440,81.33,84.3,86.2,77.1,1,7,1,14.29,2.55,14,18,77.78,19,39,48.72,5.13,3,0,21,48,0,6,7,46.22,0,8,1.48,0.0,0.36,0.0,0.0,39,42,36,75,18,66,88,89,48,59,98,49,43,69,81,94,81,30,36,62,41,62,42.0,4
Danny-Ings,ENG,FW,35.4,Aston Villa,Premier League,29.0,30,0.33,0.13,0.35,1,1,7,380,257,67.63,77.7,63.7,50.0,6,17,3,17.65,1.0,11,26,42.31,11,35,31.43,1.77,4,0,20,14,0,23,52,30.7,0,24,6.32,0.0,1.42,0.19,0.0,70,71,68,34,71,35,22,45,13,14,98,84,87,67,74,94,87,70,52,34,14,80,42.0,3
Ezequiel-Ponce,ARG,FW,33.3,Elche,La Liga,25.0,13,0.14,0.07,0.2,0,0,1,166,122,73.49,83.7,68.3,72.7,0,4,1,25.0,1.08,7,8,87.5,11,22,50.0,6.77,1,1,16,13,0,22,31,41.48,0,11,6.63,0.0,0.81,0.14,0.0,46,45,42,64,74,64,32,85,57,67,98,76,53,60,61,99,55,32,49,43,44,49,42.0,6
Didier-Lamkel-Zé,CMR,FW,50.0,Metz,Ligue 1,25.0,9,0.45,0.21,0.43,0,0,3,181,128,70.72,78.0,73.6,50.0,0,6,1,16.67,1.64,2,4,50.0,8,15,53.33,8.93,2,0,8,15,0,20,30,40.03,0,9,4.97,0.0,0.6,0.15,0.0,91,82,82,61,60,37,49,45,66,71,98,77,44,41,35,94,70,55,39,28,45,39,42.0,5
Ansu-Fati,ESP,FW,44.4,Barcelona,La Liga,19.0,10,1.08,0.22,0.5,0,0,4,165,137,83.03,87.8,83.3,66.7,0,4,0,0.0,2.7,2,4,50.0,6,15,40.0,14.4,0,0,10,12,0,1,2,33.33,0,0,0.0,0.27,1.35,0.0,0.0,93,91,98,42,12,81,82,77,27,80,98,49,50,46,35,94,36,63,18,53,36,35,42.0,6
Flavio-Junior-Bianchi,ITA,FWMF,27.3,Genoa,Serie A,22.0,7,0.29,0.09,0.33,0,0,1,78,65,83.33,84.3,77.3,100.0,0,1,0,0.0,0.0,3,4,75.0,3,5,60.0,17.2,0,0,6,5,0,2,7,22.18,0,7,8.97,0.0,0.29,0.0,0.0,55,69,63,17,84,66,63,100,79,82,98,49,34,37,42,94,36,38,31,47,50,32,42.0,3
Ashley-Barnes,ENG,FW,33.3,Burnley,Premier League,32.0,23,0.11,0.0,0.0,1,1,1,198,129,65.15,75.2,62.7,50.0,0,4,2,50.0,0.67,10,13,76.92,4,8,50.0,5.5,4,0,24,14,0,41,76,35.08,1,18,9.09,0.0,0.67,0.11,0.11,34,34,38,46,85,27,20,45,57,61,99,69,60,73,70,94,87,31,58,27,52,72,42.0,6
Ousmane-Dembélé,FRA,FW,18.4,Barcelona,La Liga,25.0,21,0.06,0.02,0.11,0,0,1,819,606,73.99,86.8,75.7,49.2,13,96,13,13.54,1.72,19,26,73.08,57,91,62.64,4.41,3,0,11,27,0,5,8,38.55,0,10,1.22,0.0,0.7,0.0,0.0,35,36,35,57,16,78,57,37,83,53,98,49,52,48,90,94,81,30,31,49,58,67,42.0,5
Tetê,BRA,FWMF,41.2,Lyon,Ligue 1,22.0,9,0.31,0.12,0.29,0,0,2,236,187,79.24,87.8,86.0,60.0,5,15,0,0.0,1.38,7,10,70.0,24,36,66.67,10.69,1,0,5,19,0,5,8,38.5,0,4,1.69,0.0,0.77,0.0,0.0,66,60,66,57,19,81,87,65,89,75,98,49,41,33,61,94,55,42,25,50,53,39,42.0,5
Takumi-Minamino,JPN,FWMF,57.1,Liverpool,Premier League,27.0,11,1.43,0.43,0.75,0,0,3,74,62,83.78,86.4,95.0,28.6,0,0,0,,0.95,2,3,66.67,1,6,16.67,8.0,1,0,4,4,0,3,4,42.94,0,1,1.35,0.0,0.48,0.0,0.0,99,97,99,68,17,76,93,18,9,69,98,49,39,31,35,94,55,67,29,43,27,37,42.0,6
Jürgen-Locadia,NED,FWMF,41.2,Bochum,Bundesliga,28.0,11,0.41,0.06,0.14,1,1,2,124,98,79.03,78.4,84.6,78.6,1,3,1,33.33,1.63,5,5,100.0,2,4,50.0,10.25,0,0,11,9,0,12,27,30.78,0,11,8.87,0.0,0.0,0.0,0.0,43,39,78,34,84,39,84,90,57,74,98,49,37,48,52,94,36,36,40,49,45,39,42.0,7
Bryan,ESP,FWMF,100.0,Tottenham,Premier League,21.0,9,0.0,0.0,0.0,0,0,0,66,51,77.27,82.9,78.9,80.0,0,4,2,50.0,6.0,3,4,75.0,3,4,75.0,75.0,0,0,1,4,0,0,0,,0,0,0.0,0.0,2.0,0.0,0.0,34,34,33,100,12,61,68,91,93,94,98,49,52,18,42,94,36,22,36,48,61,31,42.0,5
Renaud-Ripart,FRA,FWDF,30.2,Troyes,Ligue 1,29.0,28,0.1,0.05,0.15,0,0,2,679,486,71.58,81.8,71.2,55.1,2,39,6,15.38,1.95,24,42,57.14,22,52,42.31,2.12,2,0,30,41,0,46,62,42.61,0,30,4.42,0.05,1.48,0.14,0.0,39,40,37,66,54,55,42,54,31,21,98,76,82,82,94,94,70,37,58,49,25,82,42.0,4
Mariano,DOM,FW,21.4,Real Madrid,La Liga,28.0,9,0.26,0.07,0.33,0,0,1,58,44,75.86,83.3,86.7,50.0,1,2,0,0.0,0.79,2,2,100.0,5,8,62.5,16.5,2,0,2,0,0,12,4,75.06,0,0,0.0,0.0,0.26,0.0,0.0,46,69,59,97,12,63,88,45,83,81,98,49,36,23,35,94,70,38,35,42,53,36,42.0,7
Xherdan-Shaqiri,SUI,FWMF,38.5,Lyon,Ligue 1,30.0,11,0.27,0.15,0.4,0,0,2,348,266,76.44,89.3,82.4,54.2,3,18,2,11.11,1.6,4,7,57.14,7,13,53.85,8.23,0,0,8,3,0,1,2,32.5,0,3,0.86,0.0,0.53,0.0,0.0,78,78,61,38,15,85,79,52,67,70,98,49,39,41,48,94,36,49,18,49,47,37,41.0,6
Jack-Harrison,ENG,FWMF,38.6,Leeds United,Premier League,25.0,35,0.27,0.18,0.47,0,0,8,1020,666,65.29,79.9,66.8,38.5,1,92,11,11.96,2.18,32,56,57.14,49,104,47.12,1.74,3,0,31,27,0,23,65,26.0,0,23,2.25,0.0,1.81,0.1,0.0,86,86,61,25,28,45,28,23,43,13,98,66,84,83,98,94,81,78,26,32,28,89,41.0,2
Jimmy-Briand,FRA,FWMF,25.0,Bordeaux,Ligue 1,36.0,17,0.8,0.13,0.5,1,2,2,76,66,86.84,91.3,81.0,80.0,1,2,0,0.0,0.8,1,4,25.0,0,1,0.0,0.0,1,0,6,1,0,4,16,20.0,0,3,3.95,0.0,0.8,0.4,0.0,70,91,96,15,49,90,75,91,8,6,98,95,62,37,27,94,55,67,25,67,5,42,41.0,5
Raúl-Moro,ESP,FW,50.0,Lazio,Serie A,19.0,11,0.0,0.0,0.0,0,0,0,88,76,86.36,90.9,86.1,50.0,1,4,1,25.0,0.91,0,2,0.0,4,9,44.44,25.22,0,0,0,1,0,1,1,50.0,0,4,4.55,0.0,1.82,0.0,0.0,34,34,33,85,56,89,87,45,37,87,98,49,54,11,18,94,36,23,48,50,42,27,41.0,5
Alexis-Tibidi,FRA,FWMF,25.0,Stuttgart,Bundesliga,18.0,13,0.0,0.0,0.0,0,0,0,116,89,76.72,87.7,68.6,70.0,0,2,0,0.0,0.23,3,8,37.5,4,5,80.0,18.6,1,0,12,12,0,6,8,42.94,0,1,0.86,0.0,1.86,0.0,0.0,34,34,33,68,15,81,33,81,94,83,98,49,56,50,42,94,55,24,30,47,63,43,41.0,4
Nicolas-Pépé,CIV,FWMF,30.4,Arsenal,Premier League,27.0,20,0.13,0.04,0.14,0,0,1,367,295,80.38,87.0,81.9,47.5,2,11,3,27.27,1.3,11,14,78.57,20,41,48.78,6.66,0,0,12,5,0,17,34,33.33,0,10,2.72,0.0,1.69,0.13,0.0,37,39,41,42,34,79,78,34,48,66,98,74,72,50,74,94,36,32,32,53,47,53,41.0,5
Sam-Lammers,NED,FW,33.3,Eint Frankfurt,Bundesliga,25.0,15,0.18,0.08,0.25,0,0,1,136,90,66.18,66.2,71.4,50.0,0,0,0,,1.23,3,7,42.86,6,16,37.5,8.75,1,0,7,3,0,28,22,55.99,0,14,10.29,0.0,0.88,0.18,0.0,51,53,47,90,89,9,42,45,23,71,98,82,58,39,42,94,55,38,67,24,35,43,41.0,4
Omar-Marmoush,EGY,FWMF,26.5,Stuttgart,Bundesliga,23.0,21,0.17,0.06,0.23,0,1,3,454,332,73.13,80.0,74.0,65.7,5,15,3,20.0,1.14,18,29,62.07,42,101,41.58,2.83,3,0,38,63,0,30,40,42.75,0,20,4.41,0.0,0.86,0.06,0.0,43,49,46,67,54,47,50,73,29,34,98,56,58,90,89,94,81,39,51,48,27,75,41.0,3
Landry-Dimata,BEL,FWMF,0.0,Espanyol,La Liga,24.0,17,0.0,0.0,0.0,0,0,0,99,71,71.72,76.9,73.3,83.3,0,1,0,0.0,0.33,2,3,66.67,4,8,50.0,8.38,0,0,14,25,0,18,31,36.72,0,5,5.05,0.0,0.33,0.0,0.0,34,34,33,51,61,32,48,92,57,70,98,49,43,55,35,94,36,26,44,45,50,43,41.0,5
Darío-Poveda,ESP,FWMF,100.0,Getafe,La Liga,25.0,15,0.24,0.25,0.25,0,0,1,82,51,62.2,72.7,52.4,41.7,0,6,1,16.67,1.19,1,4,25.0,7,17,41.18,11.18,0,0,4,3,0,15,15,50.0,0,6,7.32,0.0,1.67,0.24,0.0,95,53,56,85,77,21,11,26,29,76,98,88,68,31,27,94,36,51,61,14,39,35,41.0,5
Simon-Banza,FRA,FW,66.7,Lens,Ligue 1,25.0,4,0.71,0.17,0.25,0,0,1,29,20,68.97,68.8,85.7,50.0,1,0,0,,0.71,2,3,66.67,5,6,83.33,59.5,0,0,3,8,0,6,3,66.72,0,1,3.45,0.0,1.43,0.0,0.0,84,53,95,96,42,12,87,45,95,93,98,49,43,28,35,94,36,44,39,27,53,27,41.0,6
Ádám-Szalai,HUN,FW,33.3,Mainz 05,Bundesliga,34.0,12,0.34,0.11,0.33,0,0,1,79,50,63.29,73.7,50.0,16.7,0,4,0,0.0,2.07,3,4,75.0,2,4,50.0,25.75,1,0,9,4,0,10,14,41.67,0,9,11.39,0.0,1.38,0.0,0.0,63,69,69,65,91,22,11,16,57,87,98,49,52,44,42,94,55,47,55,11,50,41,41.0,3
Donyell-Malen,NED,FW,44.7,Dortmund,Bundesliga,23.0,27,0.27,0.11,0.24,0,0,5,541,400,73.94,78.5,72.0,61.3,3,35,5,14.29,1.93,12,16,75.0,17,38,44.74,2.82,2,0,11,38,0,9,28,24.24,0,15,2.77,0.11,0.86,0.11,0.0,63,50,61,21,35,39,44,66,37,34,98,69,68,48,77,94,70,55,27,47,34,69,41.0,4
Harvey-Barnes,ENG,FWMF,35.8,Leicester City,Premier League,24.0,32,0.26,0.09,0.25,0,0,6,752,558,74.2,83.0,73.1,45.3,10,40,2,5.0,1.63,13,31,41.94,31,81,38.27,1.96,2,0,22,27,0,25,48,34.19,0,26,3.46,0.0,1.12,0.04,0.0,55,53,59,44,42,61,47,31,23,18,98,51,71,71,79,94,70,56,43,46,20,78,41.0,5
Gerard-Deulofeu,ESP,FWMF,43.4,Udinese,Serie A,28.0,34,0.45,0.16,0.36,1,1,13,1105,770,69.68,82.0,80.7,43.6,5,89,8,8.99,1.82,9,16,56.25,49,112,43.75,1.71,9,0,26,34,0,2,31,6.14,0,3,0.27,0.07,0.82,0.0,0.0,81,72,82,7,12,56,74,29,34,12,98,49,65,77,68,94,99,78,10,53,23,84,41.0,5
Andriy-Yarmolenko,UKR,FW,45.5,West Ham,Premier League,32.0,19,0.29,0.09,0.2,0,0,1,107,79,73.83,74.5,78.4,72.7,0,5,1,20.0,0.57,0,3,0.0,3,8,37.5,17.88,1,0,1,5,0,4,8,33.24,0,3,2.8,0.0,1.43,0.57,0.0,55,45,63,38,35,24,66,85,23,83,98,97,75,18,18,94,55,44,30,48,43,38,41.0,6
Ferrán-Torres,ESP,FW,30.8,Manchester City,Premier League,22.0,4,0.59,0.15,0.5,0,0,2,71,55,77.46,80.6,85.7,83.3,1,2,0,0.0,1.18,1,1,100.0,4,5,80.0,23.6,0,0,1,1,0,1,3,24.79,0,3,4.23,0.0,1.76,0.29,0.0,78,91,91,22,53,50,87,92,94,86,98,91,52,18,27,94,36,49,21,43,51,25,41.0,6
