Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Luca-Ranieri,ITA,DF,44.4,Salernitana,Serie A,23.0,27,0.04,0.11,0.25,0,0,1,979,694,70.89,87.2,73.1,45.9,0,43,12,27.91,1.88,23,41,1314.29,21,37,56.76,2.78,9,0,19,10,0,27,26,50.88,0,40,4.09,0.0,1.84,0.34,0.0,79,70,70,37,48,35,8,21,47,36,84,42,57,62,72,85,96,69,40,20,39,75,48.0,4
Dimitri-Liénard,FRA,DFMF,12.5,Strasbourg,Ligue 1,34.0,33,0.09,0.08,0.67,0,0,2,1438,1054,73.3,88.9,83.5,45.5,3,116,26,22.41,2.16,37,68,1233.33,13,17,76.47,3.65,8,0,35,27,0,22,25,46.86,0,36,2.5,0.04,1.41,0.0,0.0,73,93,85,26,19,49,40,20,80,54,84,15,42,90,91,85,94,84,22,36,67,90,48.0,6
Lorenzo-Venuti,ITA,DF,14.3,Fiorentina,Serie A,27.0,23,0.0,0.0,0.0,0,0,0,1046,904,86.42,91.0,90.2,73.3,0,23,4,17.39,1.66,11,21,916.67,4,9,44.44,3.22,4,0,16,32,1,14,8,63.49,0,22,2.1,0.0,1.2,0.23,0.0,60,60,60,67,12,65,67,80,24,46,84,30,39,52,39,85,72,53,35,62,31,55,48.0,6
Banzouzi-Locko,FRA,DFMF,28.6,Reims,Ligue 1,20.0,24,0.09,0.14,0.5,0,0,1,464,363,78.23,85.5,78.7,62.1,1,11,2,18.18,1.88,18,27,746.89,12,16,75.0,6.69,4,0,17,12,0,15,16,48.38,0,13,2.8,0.0,3.04,0.71,0.0,85,89,85,29,23,25,22,58,79,75,84,72,75,56,60,85,72,78,23,32,69,61,48.0,5
Ibrahima-Konaté,FRA,DF,0.0,Liverpool,Premier League,23.0,11,0.0,0.0,0.0,0,0,0,728,654,89.84,91.9,94.8,75.8,0,0,0,,0.82,8,14,629.92,3,3,100.0,9.0,2,0,13,3,0,41,16,72.01,0,42,5.77,0.0,1.36,0.91,0.09,60,60,60,89,73,73,89,85,100,82,98,84,47,45,34,85,49,41,55,56,62,36,48.0,4
Valentino-Livramento,ENG,DF,25.0,Southampton,Premier League,19.0,28,0.04,0.08,0.33,0,0,1,1152,881,76.48,89.0,74.5,50.0,1,55,10,18.18,1.88,30,54,1363.64,32,58,55.17,2.67,2,0,17,40,0,27,34,44.18,0,52,4.51,0.04,1.84,0.41,0.0,73,78,70,21,55,51,10,31,46,33,84,47,60,56,84,85,49,71,37,30,38,66,48.0,4
Tyrick-Mitchell,ENG,DF,20.0,Crystal Palace,Premier League,22.0,36,0.0,0.0,0.0,0,0,0,1895,1382,72.93,88.0,77.5,37.3,2,56,16,28.57,2.17,54,108,1725.24,15,29,51.72,1.59,1,0,22,17,0,33,40,45.28,0,77,4.06,0.03,2.2,0.17,0.0,60,60,60,23,48,40,19,10,41,9,84,24,61,68,98,85,35,60,36,23,25,72,48.0,4
Rick-Karsdorp,NED,DF,50.0,Roma,Serie A,27.0,36,0.0,0.0,0.0,0,0,0,1832,1502,81.99,88.6,86.8,66.5,2,88,22,25.0,1.97,36,61,1884.82,11,25,44.0,2.0,9,1,27,14,0,7,12,36.67,0,17,0.93,0.0,0.91,0.16,0.0,60,60,60,12,6,46,52,67,23,16,84,23,39,77,90,98,96,60,9,55,20,90,48.0,5
Lorenzo-Tonelli,ITA,DF,42.9,Empoli,Serie A,32.0,14,0.0,0.0,0.0,0,0,0,548,463,84.49,91.6,92.4,64.9,0,0,0,,0.93,7,17,400.0,2,4,50.0,5.25,4,0,10,25,1,35,21,62.56,0,30,5.47,0.0,1.65,0.82,0.0,60,60,60,65,70,70,78,63,39,67,84,79,50,37,31,85,72,44,50,52,39,41,48.0,6
David-Raum,GER,DF,32.0,Hoffenheim,Bundesliga,24.0,32,0.1,0.12,0.38,0,0,3,1991,1477,74.18,86.3,82.2,51.3,11,182,54,29.67,2.39,36,64,1722.49,31,63,49.21,1.76,5,0,29,34,1,35,37,48.51,0,57,2.86,0.0,1.67,0.13,0.0,80,79,87,30,24,29,34,32,30,11,84,20,50,81,90,85,81,82,27,32,20,84,48.0,6
Enzo-Ebosse,CMR,DF,0.0,Angers,Ligue 1,23.0,27,0.0,0.0,0.0,0,0,0,1079,916,84.89,91.5,88.9,66.1,0,11,3,27.27,1.14,14,33,891.72,10,15,66.67,3.47,1,0,16,20,0,25,26,48.97,0,37,3.43,0.0,1.24,0.38,0.0,60,60,60,30,34,70,61,66,70,51,84,45,47,52,49,85,35,57,30,62,57,52,48.0,5
Ivan-Radovanovi?,SRB,DFMF,27.8,Salernitana,Serie A,33.0,14,0.09,0.06,0.2,0,0,1,509,426,83.69,86.1,86.4,78.3,1,1,0,0.0,0.77,6,13,540.54,1,1,100.0,9.0,4,0,9,9,0,25,11,69.48,0,37,7.27,0.0,1.62,0.6,0.0,67,66,85,85,87,28,50,89,100,82,84,63,46,35,29,85,72,53,63,41,67,41,48.0,3
Mitchel-Bakker,NED,DF,22.2,Leverkusen,Bundesliga,21.0,25,0.0,0.0,0.0,0,0,0,1225,1012,82.61,90.9,86.2,54.7,4,38,11,28.95,2.77,25,42,1201.92,27,49,55.1,3.04,6,0,16,23,0,19,16,54.34,0,27,2.2,0.0,1.88,0.1,0.0,60,60,60,45,14,64,49,39,46,42,84,18,49,52,77,85,87,55,27,46,40,69,48.0,5
Giorgio-Scalvini,ITA,DFMF,18.8,Atalanta,Serie A,18.0,18,0.12,0.06,0.33,0,0,1,505,414,81.98,92.9,86.4,51.9,0,2,0,0.0,1.06,19,26,620.92,3,7,42.86,6.71,1,0,16,6,0,29,16,64.46,0,29,5.74,0.0,1.88,0.24,0.0,67,78,90,70,72,80,50,34,22,76,84,31,46,52,61,85,35,63,57,44,39,47,48.0,6
Giorgio-Altare,ITA,DF,33.3,Cagliari,Serie A,23.0,19,0.06,0.06,0.17,0,0,1,818,562,68.7,81.7,78.1,52.6,0,15,4,26.67,1.29,28,42,1085.27,6,8,75.0,4.62,5,0,41,16,0,45,38,54.22,0,77,9.41,0.0,1.6,0.43,0.0,67,64,77,44,94,11,20,36,79,63,84,50,47,95,82,85,81,57,56,18,58,70,48.0,5
Jemerson,BRA,DF,40.0,Metz,Ligue 1,29.0,15,0.0,0.0,0.0,0,0,0,473,407,86.05,92.4,91.8,66.7,0,1,1,100.0,0.75,23,44,701.22,2,3,66.67,5.0,3,2,18,7,0,18,23,43.79,0,20,4.23,0.0,2.31,0.6,0.0,60,60,60,20,51,76,75,68,70,67,84,63,57,59,72,99,61,45,27,55,51,55,48.0,4
Sam-Byram,ENG,DF,14.3,Norwich City,Premier League,28.0,15,0.0,0.0,0.0,0,0,0,486,380,78.19,86.2,80.4,55.6,0,8,0,0.0,0.96,15,28,609.76,2,7,28.57,2.57,3,0,16,4,0,35,22,61.4,0,34,7.0,0.0,2.72,0.96,0.0,60,60,60,62,85,29,28,41,10,30,84,86,66,52,52,85,61,45,55,24,15,47,48.0,5
Fabien-Centonze,FRA,DF,46.7,Metz,Ligue 1,26.0,19,0.23,0.27,0.57,0,0,4,774,622,80.36,88.5,83.8,49.4,1,30,6,20.0,1.59,27,44,1080.0,35,56,62.5,3.55,3,0,19,30,0,17,14,54.8,0,35,4.52,0.0,2.44,0.4,0.0,96,90,97,46,56,45,41,27,61,53,84,46,59,62,80,85,61,77,42,31,47,59,48.0,3
Jaume-Costa,ESP,DF,20.0,Mallorca,La Liga,34.0,25,0.0,0.0,0.0,0,0,0,1001,735,73.43,86.6,76.4,42.7,4,54,13,24.07,1.38,24,43,1132.08,11,15,73.33,3.6,5,1,22,33,0,28,29,49.11,0,62,6.19,0.0,1.58,0.39,0.0,60,60,60,31,77,30,15,15,75,53,84,46,51,68,75,98,81,55,50,18,59,74,48.0,5
Issa-Kaboré,BFA,DF,28.6,Troyes,Ligue 1,21.0,31,0.0,0.0,0.0,0,0,0,1009,739,73.24,87.4,74.0,54.7,1,79,23,29.11,1.92,30,53,1415.09,46,84,54.76,2.33,8,2,28,48,0,13,21,38.24,0,20,1.98,0.04,2.16,0.12,0.0,60,60,60,14,11,36,9,39,45,24,84,19,59,79,84,99,94,60,12,28,34,89,47.0,5
Marc-Oliver-Kempf,GER,DF,46.2,Stuttgart,Bundesliga,27.0,12,0.32,0.23,0.5,0,0,3,581,480,82.62,90.6,88.5,62.9,0,2,0,0.0,1.18,14,23,566.8,4,5,80.0,8.6,2,0,14,8,0,38,21,64.41,0,27,4.65,0.0,2.37,1.61,0.0,93,89,99,70,58,62,59,60,83,81,84,97,62,47,49,85,49,66,45,42,57,40,47.0,4
Jonathan-Clauss,FRA,DF,40.5,Lens,Ligue 1,29.0,37,0.15,0.12,0.29,0,0,5,1902,1283,67.46,81.4,74.5,43.2,11,144,21,14.58,2.69,35,66,1794.87,31,63,49.21,1.6,3,0,47,17,0,22,14,61.32,0,53,2.79,0.0,1.78,0.03,0.0,80,71,93,62,23,11,10,16,30,9,84,15,50,97,89,85,61,81,42,12,20,83,47.0,7
Mario-Suárez,ESP,DF,33.3,Rayo Vallecano,La Liga,35.0,14,0.0,0.0,0.0,0,0,0,312,252,80.77,89.6,88.4,63.5,0,0,0,,0.63,4,8,396.04,3,4,75.0,12.75,2,0,18,6,0,33,11,75.04,0,29,9.29,0.0,1.01,0.51,0.0,60,60,60,92,94,55,59,61,79,86,84,56,37,59,24,85,49,44,68,43,61,40,47.0,6
Stefan-Strandberg,NOR,DF,22.2,Salernitana,Serie A,31.0,11,0.0,0.0,0.0,0,0,0,509,430,84.48,88.7,88.4,78.6,0,6,1,16.67,0.48,8,13,640.0,2,2,100.0,9.5,2,1,8,2,1,36,11,76.55,0,24,4.72,0.0,2.02,1.44,0.0,60,60,60,93,59,47,59,90,100,83,84,96,56,32,34,98,49,41,52,45,63,36,47.0,5
Ismail-Jakobs,GER,DFFW,20.0,Monaco,Ligue 1,22.0,28,0.0,0.0,0.0,0,0,0,912,648,71.05,88.2,74.1,35.3,1,64,16,25.0,2.61,22,38,774.65,5,11,45.45,4.09,1,0,17,9,0,42,14,75.06,0,33,3.62,0.0,1.57,0.15,0.0,60,60,60,92,39,42,10,9,25,59,84,21,45,56,69,85,35,58,63,20,41,59,47.0,5
Jeremie-Frimpong,NED,DF,36.4,Leverkusen,Bundesliga,21.0,25,0.04,0.09,0.25,0,0,1,1208,985,81.54,90.2,85.0,53.5,6,52,10,19.23,1.32,21,34,1409.4,44,77,57.14,2.74,6,0,19,52,1,23,27,46.12,0,22,1.82,0.0,2.19,0.31,0.0,75,70,70,24,10,60,45,37,50,35,84,39,61,62,66,85,87,66,16,43,39,69,47.0,6
Ludwig-Augustinsson,SWE,DF,50.0,Sevilla,La Liga,28.0,19,0.0,0.0,0.0,0,0,0,560,453,80.89,93.0,88.8,46.7,1,21,4,19.05,0.91,13,19,601.85,1,1,100.0,11.0,3,0,16,11,0,18,10,64.26,0,15,2.68,0.0,2.16,0.45,0.0,60,60,60,69,22,81,61,22,100,85,84,51,57,52,46,85,61,49,37,45,76,50,47.0,5
Matt-Miazga,USA,DF,42.9,Alavés,La Liga,26.0,11,0.0,0.0,0.0,0,0,0,300,235,78.33,81.2,89.8,62.1,0,0,0,,1.18,8,12,620.16,0,0,,,2,0,8,2,0,38,10,79.11,0,31,10.33,0.0,2.37,1.29,0.0,60,60,60,95,96,10,65,58,100,100,84,94,59,32,34,85,49,41,65,30,68,34,47.0,4
Lyanco,BRA,DF,0.0,Southampton,Premier League,25.0,15,0.0,0.0,0.0,0,0,0,369,277,75.07,89.3,87.9,45.3,0,3,0,0.0,1.29,14,17,833.33,6,7,85.71,8.43,2,0,16,8,0,21,15,58.26,0,19,5.15,0.0,2.77,1.68,0.0,60,60,60,53,66,53,56,20,86,81,84,97,68,52,49,85,49,45,45,32,63,44,47.0,5
Manuel-Sánchez,ESP,DF,42.9,Osasuna,La Liga,21.0,33,0.04,0.14,0.33,0,0,1,1169,878,75.11,86.9,80.2,44.4,3,58,14,24.14,1.75,40,71,1413.43,30,49,61.22,2.53,6,0,38,17,0,18,51,26.18,0,44,3.76,0.0,1.63,0.16,0.0,85,78,70,6,42,33,27,18,57,29,84,23,49,93,93,85,87,78,24,26,43,90,47.0,4
Eliaquim-Mangala,FRA,DF,33.3,Saint-Étienne,Ligue 1,31.0,14,0.08,0.33,1.0,0,0,1,572,500,87.41,89.7,92.4,73.7,0,1,0,0.0,1.07,7,15,608.7,3,3,100.0,7.67,9,0,18,10,0,37,21,63.8,0,24,4.2,0.0,1.45,0.61,0.0,98,100,83,68,50,55,78,80,100,79,84,63,43,59,31,85,96,69,43,52,66,50,47.0,4
Emil-Krafth,SWE,DF,16.7,Newcastle Utd,Premier League,27.0,20,0.0,0.0,0.0,0,0,0,759,554,72.99,88.3,72.6,43.6,1,18,1,5.56,1.43,20,39,934.58,3,5,60.0,3.2,5,0,27,12,0,32,27,54.32,0,42,5.53,0.0,2.09,0.55,0.0,60,60,60,45,70,43,7,16,56,45,84,58,59,77,63,85,81,50,48,18,42,64,47.0,4
Fernando-Marçal,BRA,DF,9.1,Wolves,Premier League,33.0,18,0.0,0.0,0.0,0,0,0,869,676,77.79,89.2,82.3,46.5,0,55,5,9.09,2.11,26,42,996.17,9,18,50.0,3.44,3,0,33,12,0,29,17,62.94,0,30,3.45,0.0,2.61,0.31,0.0,60,60,60,66,35,52,35,21,39,51,84,39,57,87,78,85,61,48,40,29,36,62,47.0,4
Zinho-Vanheusden,BEL,DF,33.3,Genoa,Serie A,22.0,14,0.0,0.0,0.0,0,0,0,414,332,80.19,85.8,89.1,59.1,0,5,0,0.0,0.55,12,19,693.64,1,5,20.0,3.6,3,0,14,11,1,26,19,57.7,0,22,5.31,0.0,2.64,1.55,0.0,60,60,60,51,68,27,62,51,7,53,84,96,66,47,44,85,61,44,44,34,22,43,47.0,7
Julian-Ryerson,NOR,DF,37.5,Union Berlin,Bundesliga,24.0,28,0.13,0.13,0.33,0,0,2,653,492,75.34,85.2,82.5,56.8,0,39,14,35.9,1.51,15,29,824.18,18,34,52.94,4.26,3,0,16,12,0,24,37,39.32,0,43,6.58,0.0,1.32,0.25,0.0,83,78,91,16,81,24,36,45,42,61,84,33,45,52,52,85,61,81,47,34,50,60,46.0,5
Ferland-Mendy,FRA,DF,50.0,Real Madrid,La Liga,26.0,22,0.1,0.17,0.33,0,0,2,1358,1245,91.68,95.0,92.5,82.5,1,27,5,18.52,1.4,16,26,1185.19,31,51,60.78,3.25,4,0,14,26,0,10,18,35.86,0,11,0.81,0.05,1.66,0.1,0.0,89,78,87,12,6,91,79,93,57,47,84,18,42,47,54,85,72,73,8,76,45,56,46.0,6
Fabiano-Parisi,ITA,DF,29.4,Empoli,Serie A,21.0,25,0.0,0.0,0.0,0,0,0,793,599,75.54,88.3,78.5,50.0,1,30,0,0.0,1.89,26,40,1065.57,23,58,39.66,2.74,5,0,27,29,0,4,13,23.3,0,14,1.77,0.0,2.68,0.61,0.06,60,60,60,5,9,43,21,31,17,35,95,63,76,77,78,85,81,55,6,29,24,74,46.0,7
Nianzou-Kouassi,FRA,DF,14.3,Bayern Munich,Bundesliga,19.0,17,0.15,0.14,1.0,0,0,1,524,484,92.37,93.3,94.7,81.0,1,1,0,0.0,1.38,6,11,355.03,5,6,83.33,12.83,4,0,13,8,0,23,13,63.9,0,11,2.1,0.0,1.54,0.31,0.0,85,100,93,68,12,83,89,92,85,87,84,39,41,45,29,85,72,73,31,69,67,45,46.0,5
Pavel-Kade?ábek,CZE,DF,18.2,Hoffenheim,Bundesliga,30.0,19,0.08,0.09,0.5,0,0,1,680,506,74.41,83.0,77.1,61.3,2,43,10,23.26,1.58,9,16,750.0,0,2,0.0,0.0,5,0,18,10,0,48,32,59.97,0,43,6.32,0.0,1.8,0.38,0.0,75,89,83,59,79,15,17,56,6,5,84,45,49,59,35,85,81,67,56,24,4,53,46.0,7
Antonio-Barragán,ESP,DF,0.0,Elche,La Liga,34.0,16,0.0,0.0,0.0,0,0,0,538,428,79.55,91.9,86.4,50.9,0,17,1,5.88,1.06,10,27,418.41,1,1,100.0,9.0,5,0,21,18,0,9,2,81.63,0,19,3.53,0.0,1.95,0.18,0.0,60,60,60,95,37,73,50,31,100,82,84,25,43,66,37,85,81,46,51,39,70,52,46.0,7
Thierry-Correia,POR,DF,33.3,Valencia,La Liga,23.0,19,0.0,0.0,0.0,0,0,0,649,451,69.49,80.7,76.9,47.4,1,38,6,15.79,1.59,31,49,993.59,10,30,33.33,3.2,5,0,35,34,0,22,18,54.9,0,39,6.01,0.0,1.97,0.32,0.0,60,60,60,47,76,9,17,23,14,45,84,40,51,90,85,85,81,49,50,13,24,70,46.0,5
Matías-Viña,URU,DF,25.0,Roma,Serie A,24.0,26,0.0,0.0,0.0,0,0,0,840,666,79.29,86.8,84.9,53.8,1,23,6,26.09,1.9,22,49,780.14,12,32,37.5,2.88,2,0,9,20,0,17,17,50.0,0,28,3.33,0.0,2.41,0.23,0.0,60,60,60,36,32,32,45,37,16,38,84,30,62,35,69,85,49,56,32,35,25,56,46.0,6
Julian-Chabot,GER,DF,33.3,Sampdoria,Serie A,24.0,11,0.0,0.0,0.0,0,0,0,247,204,82.59,89.8,91.7,63.2,0,0,0,,0.93,7,14,270.27,1,1,100.0,19.0,5,0,12,12,0,21,13,61.75,0,11,4.45,0.0,2.22,0.74,0.19,60,60,60,63,55,56,75,61,100,91,99,74,57,42,31,85,81,41,40,44,65,41,46.0,6
Aaron-Wan-Bissaka,ENG,DF,20.0,Manchester Utd,Premier League,24.0,20,0.0,0.0,0.0,0,0,0,1114,930,83.48,91.4,86.7,54.5,0,22,7,31.82,2.56,25,46,1082.25,36,58,62.07,3.29,2,0,19,17,0,19,31,37.85,0,24,2.15,0.0,2.81,0.75,0.05,60,60,60,13,13,69,52,39,59,48,92,75,72,62,77,85,49,50,11,44,45,57,46.0,6
Henrique,BRA,DF,0.0,Lyon,Ligue 1,28.0,18,0.0,0.0,0.0,0,0,0,809,701,86.65,92.1,87.5,59.7,1,19,4,21.05,1.54,11,21,643.27,9,16,56.25,5.56,3,0,16,16,0,25,12,67.44,0,23,2.84,0.0,1.95,0.16,0.0,60,60,60,81,24,74,55,52,47,70,84,23,45,52,39,85,61,48,42,48,47,47,46.0,8
Jason-Denayer,BEL,DF,66.7,Lyon,Ligue 1,26.0,15,0.27,0.5,0.75,0,0,3,741,700,94.47,96.2,96.6,86.8,0,1,0,0.0,0.63,6,11,606.06,1,3,33.33,6.0,2,0,8,5,0,18,21,46.15,0,22,2.97,0.0,1.89,0.9,0.09,99,93,98,24,27,93,94,95,14,73,98,84,60,32,29,85,49,72,19,70,33,37,46.0,7
Sergio-Reguilón,ESP,DF,42.9,Tottenham,Premier League,25.0,25,0.09,0.1,0.22,0,0,2,986,743,75.35,84.8,78.5,54.5,3,59,20,33.9,1.6,28,47,1266.97,18,48,37.5,1.85,4,0,25,28,0,31,24,56.37,0,35,3.55,0.0,1.5,0.33,0.0,77,67,85,48,38,22,21,39,16,11,84,41,48,73,82,85,72,70,39,25,12,72,46.0,6
Marvin-Zeegelaar,NED,DF,0.0,Udinese,Serie A,31.0,14,0.0,0.0,0.0,0,0,0,305,237,77.7,84.9,77.3,68.1,0,1,0,0.0,2.11,17,22,548.39,8,11,72.73,10.27,2,0,13,3,0,18,9,66.67,0,22,7.21,0.0,1.97,0.7,0.0,60,60,60,79,86,22,18,71,74,84,84,70,53,45,57,85,49,44,61,27,58,43,46.0,7
Matt-Targett,ENG,DF,28.6,Aston Villa,Premier League,26.0,17,0.06,0.14,0.5,0,0,1,805,599,74.41,84.7,83.2,49.0,1,41,8,19.51,1.89,15,31,769.23,1,5,20.0,1.2,2,0,19,13,1,31,20,60.75,0,39,4.84,0.0,2.77,0.63,0.0,85,89,77,61,61,21,39,27,7,6,84,65,63,62,52,85,49,66,48,23,5,49,46.0,4
Raúl-Torrente,ESP,DF,0.0,Granada,La Liga,21.0,18,0.0,0.0,0.0,0,0,0,605,446,73.72,85.8,85.5,53.8,0,2,0,0.0,0.7,21,38,783.58,0,0,,,5,0,24,12,0,27,30,47.38,0,39,6.45,0.07,1.48,0.77,0.0,60,60,60,27,80,27,47,37,100,100,84,76,51,71,66,85,81,48,43,30,80,61,46.0,6
Giangiacomo-Magnani,ITA,DF,20.0,Hellas Verona,Serie A,26.0,14,0.0,0.0,0.0,0,0,0,223,177,79.37,87.9,86.1,62.5,0,1,0,0.0,0.34,12,16,442.8,0,0,,,3,1,11,9,0,25,9,73.48,0,14,6.28,0.0,1.36,0.51,0.0,60,60,60,91,78,39,49,58,100,100,84,56,40,39,44,98,61,44,62,36,73,44,46.0,7
José-Ángel,ESP,DF,27.3,Osasuna,La Liga,32.0,23,0.08,0.09,0.33,0,0,1,791,600,75.85,84.8,83.2,59.3,1,32,11,34.38,3.08,24,29,991.74,13,24,54.17,4.87,2,1,9,7,0,16,5,76.0,0,28,3.54,0.0,1.33,0.08,0.0,75,78,83,93,37,22,39,52,44,65,84,17,37,35,75,98,49,69,57,33,48,57,46.0,5
Martin-Agirregabiria,ESP,DF,0.0,Alavés,La Liga,26.0,24,0.0,0.0,0.0,0,0,0,786,562,71.5,83.0,76.6,43.0,1,39,11,28.21,1.72,23,42,987.12,14,19,73.68,4.11,4,0,30,27,0,34,39,46.55,0,53,6.74,0.0,1.83,0.17,0.0,60,60,60,25,83,15,16,15,75,59,84,24,49,83,72,85,72,54,49,14,60,70,46.0,5
Charles-Traore,MLI,DF,100.0,Nantes,Ligue 1,30.0,16,0.0,0.0,0.0,0,0,0,418,336,80.38,89.9,82.8,60.3,0,4,0,0.0,2.63,16,27,473.37,4,8,50.0,6.25,3,0,23,7,0,12,10,54.55,0,17,4.07,0.0,2.63,0.5,0.0,60,60,60,46,48,57,38,54,39,73,84,55,59,70,54,85,61,46,36,38,43,52,46.0,7
Unai-García,ESP,DF,0.0,Osasuna,La Liga,30.0,18,0.0,0.0,0.0,0,0,0,555,416,74.95,79.3,85.2,60.3,0,3,0,0.0,0.71,14,29,752.69,2,4,50.0,4.75,5,0,14,7,0,39,37,51.33,0,37,6.67,0.0,1.86,0.71,0.0,60,60,60,38,82,7,46,54,39,64,84,72,57,47,49,85,81,48,48,29,41,52,46.0,6
Ricardo-Mangas,POR,DF,29.4,Bordeaux,Ligue 1,24.0,29,0.11,0.18,0.6,0,0,3,1075,844,78.51,86.7,81.3,61.5,1,36,2,5.56,1.84,21,40,1372.55,16,32,50.0,2.41,2,0,28,30,1,30,31,49.15,0,33,3.07,0.0,1.61,0.15,0.0,89,91,88,31,28,31,31,56,39,26,84,21,47,79,66,85,49,88,29,39,32,69,46.0,5
Rayan-Aït-Nouri,FRA,DF,30.8,Wolves,Premier League,20.0,23,0.05,0.08,0.25,0,0,1,1003,754,75.17,91.7,78.7,43.7,2,56,9,16.07,1.63,43,76,1149.73,40,73,54.79,2.97,4,0,20,23,0,20,19,51.3,0,42,4.19,0.05,1.67,0.15,0.0,73,70,74,37,50,71,22,17,45,40,84,21,44,65,95,85,72,64,38,32,38,70,46.0,5
Arnaud-Souquet,FRA,DF,22.2,Montpellier,Ligue 1,30.0,34,0.04,0.06,0.25,0,0,1,1206,879,72.89,87.3,77.2,34.9,3,53,4,7.55,2.2,31,57,1409.09,24,33,72.73,2.82,4,0,27,23,0,39,35,52.8,0,45,3.73,0.0,1.2,0.23,0.0,67,70,70,41,41,35,17,9,74,37,84,30,44,77,85,85,72,69,41,20,56,80,46.0,7
Keven-Schlotterbeck,GER,DF,0.0,Freiburg,Bundesliga,25.0,12,0.0,0.0,0.0,0,0,0,114,94,82.46,79.2,92.5,74.3,0,0,0,,0.57,3,12,87.46,0,0,,,1,0,9,2,0,11,4,73.36,0,6,5.26,0.0,2.0,1.43,0.0,60,60,60,90,67,7,79,81,100,100,84,95,57,35,20,85,35,42,55,39,70,31,46.0,5
Charalambos-Lykogiannis,GRE,DF,33.3,Cagliari,Serie A,28.0,28,0.05,0.05,0.14,0,0,1,757,474,62.62,79.4,72.8,35.6,0,56,7,12.5,1.39,15,26,1162.79,10,19,52.63,2.84,2,0,28,13,0,48,33,59.35,0,26,3.43,0.0,1.98,0.45,0.0,65,63,74,57,34,8,8,10,42,38,84,51,64,79,52,85,49,65,44,8,39,64,45.0,7
Diego-Godín,URU,DF,0.0,Cagliari,Serie A,36.0,11,0.0,0.0,0.0,0,0,0,434,393,90.55,91.5,93.6,84.6,1,3,0,0.0,0.55,13,20,590.91,9,10,90.0,9.9,3,0,14,3,0,27,11,71.05,0,15,3.46,0.0,1.43,0.55,0.0,60,60,60,87,36,70,85,94,88,83,84,58,39,47,46,85,61,41,42,57,58,41,45.0,6
Mattia-De-Sciglio,ITA,DF,33.3,Juventus,Serie A,29.0,20,0.08,0.17,0.5,0,0,1,667,542,81.26,87.6,87.7,62.2,2,33,12,36.36,1.31,11,20,714.29,9,16,56.25,4.81,2,1,16,8,0,17,14,54.81,0,29,4.35,0.0,2.0,0.08,0.0,89,89,83,46,53,37,56,58,47,65,84,17,46,52,39,98,49,72,41,42,47,50,45.0,7
Pascal-Stenzel,GER,DF,42.9,Stuttgart,Bundesliga,26.0,16,0.0,0.0,0.0,0,0,0,680,551,81.03,91.2,88.4,67.8,0,10,3,30.0,1.4,17,24,708.33,4,9,44.44,5.56,1,0,12,4,0,14,14,50.0,0,33,4.85,0.0,2.3,0.2,0.0,60,60,60,36,62,67,59,70,24,70,84,27,49,42,57,85,35,46,38,50,36,42,45.0,5
Luis-Binks,ENG,DF,0.0,Bologna,Serie A,20.0,15,0.0,0.0,0.0,0,0,0,323,270,83.59,77.5,91.8,82.0,0,0,0,,0.56,5,10,359.71,3,3,100.0,14.0,3,0,7,8,0,22,19,53.68,0,26,8.05,0.0,1.67,0.69,0.0,60,60,60,43,90,5,75,93,100,87,84,69,50,29,26,85,61,45,50,43,70,38,45.0,7
Óscar-Mingueza,ESP,DF,50.0,Barcelona,La Liga,23.0,19,0.0,0.0,0.0,0,0,0,761,663,87.12,93.6,90.7,67.7,1,28,7,25.0,1.62,12,25,474.31,5,6,83.33,8.5,2,0,12,5,0,10,7,58.72,0,16,2.1,0.0,2.02,0.1,0.0,60,60,60,55,12,85,69,70,85,81,84,18,46,42,44,85,49,49,27,61,68,45,45.0,6
Lukas-Klostermann,GER,DF,16.7,RB Leipzig,Bundesliga,25.0,23,0.0,0.0,0.0,0,0,0,1071,934,87.21,92.3,91.7,64.7,1,4,1,25.0,0.98,14,35,732.98,2,5,40.0,3.2,1,0,10,4,0,26,22,54.2,0,37,3.45,0.0,1.26,0.16,0.0,60,60,60,44,35,75,75,63,20,45,84,23,37,37,49,85,35,53,35,63,29,45,45.0,5
